Term,ICD_clean
303852004: Lysinuric protein intolerance,E72.53
44779003: Disorder of amino acid metabolism,E72.9
4805: Carnitine deficiency,E72.9
1893: Pompes disease - glycogen storage disease of the heart,E74.0
2538008: Ketosis,E74.0
274864009: Generalized glycogen storage disease of infants,E74.0
274864009: Glycogen storage disease due to acid maltase deficiency,E74.0
445252005: Glucose transporter protein type 1 deficiency syndrome,E74.0
"1896: HCM due to Danon disease (glycogen storage type IIB, x-linked lysosomal glycogen storage)",E74.01
4806: Debrancher enzyme deficiency (Glycogen Storage Disease Type III),E74.03
17901006: Primary hyperoxaluria,E74.1
54576000: Pancreatic steatorrhea,E74.19
367621000119107: Hyperoxaluria,E74.8
111385000: Tay-Sachs disease,E75.2
58459009: Sphingomyelin/cholesterol lipidosis,E75.2
"66751000: Niemann-Pick disease, type C",E75.2
12246008: Acute neuronopathic Gaucher's disease,E75.21
192782005: Galactosylceramide beta-galactosidase deficiency,E75.21
"52165006: Niemann-Pick disease, type A",E75.21
190794006: Gaucher's disease,E75.22
"39390005: Niemann-Pick disease, type B",E75.22
4816: Gaucher disease,E75.22
62201009: Chronic non-neuropathic Gaucher's disease,E75.22
396338004: Metachromatic leukodystrophy,E75.25
"47683004: Metachromatic leukodystrophy, late infantile type",E75.25
42012007: Neuronal ceroid lipofuscinosis,E75.4
61663001: Juvenile neuronal ceroid lipofuscinosis,E75.4
63103006: Xanthomatosis,E75.5
11380006: Mucopolysaccharidosis,E76.0
"70737009: Mucopolysaccharidosis, MPS-II",E76.0
"26745009: Mucopolysaccharidosis, MPS-I-H/S",E76.01
4810: Mucopolysaccharidosis Type I (MPS-I) (Hurler-Scheie syndrome),E76.01
"65327002: Mucopolysaccharidosis, MPS-I-H",E76.01
"75610003: Mucopolysaccharidosis, MPS-I",E76.01
4023: Hurlers syndrome,E76.2
4809: Mucopolysaccharidosis Type II (MPS-II) (Hunter syndrome),E76.2
65764006: Pseudo-Hurler polydystrophy,E76.2
88393000: Sanfilippo syndrome,E76.201
4856: Mucopolysaccharidoses Type III (MPS-III)(Sanfillipo syndrome),E76.21
"7259005: Mucopolysaccharidosis, MPS-IV-A",E76.21
4857: Mucopolysaccharidoses Type IV (Morquio syndrome),E76.210
"43916004: Mucopolysaccharidosis, MPS-VII",E76.27
378007: Morquio syndrome,E76.28
4033: Mucopolysaccharidosis,E76.3
424846003: Cytochrome p450 CYP3A enzyme deficiency,E77.3
238049009: Carbohydrate-deficient glycoprotein syndrome,E77.8
370992007: Dyslipidemia,E78
13644009: Hypercholesterolemia,E78.0
"4089: Hypercholesterolemia, not on medication",E78.0
"4090: Hypercholesterolemia, on medication",E78.0
4091: Hypercholesterolemia,E78.0
398036000: Familial hypercholesterolemia,E78.00
238079002: Familial hypercholesterolemia - heterozygous,E78.01
302870006: Hypertriglyceridemia,E78.1
4792: Hypertriglyceridemia,E78.1
267434003: Mixed hyperlipidemia,E78.2
4794: Hyperlipidemia - mixed,E78.2
4796: Hyperlipidemia - combined,E78.2
15346004: Familial hypoalphalipoproteinemia,E78.2
439953004: Elevated cholesterol/high density lipoprotein ratio,E78.3
4793: Hyperlipoproteinemia type IIb or III,E78.3
365796000: Serum triglyceride levels - finding,E78.4
166848004: Serum triglycerides raised,E78.5
4790: Hyperlipidemia,E78.5
4797: Hyperlipoproteinemia,E78.5
4024: Barth syndrome,E78.6
4789: Hypo or Abetalipoproteinemia (reduced low-density lipoprotein),E78.6
448834003: High density lipoprotein deficiency,E78.6
4799: Lipid disorder,E78.9
10406007: Lesch-Nyhan syndrome,E79.1
165631003: Serum iron level abnormal,E83.01
166742007: Serum zinc level low,E83.09
165624002: Serum iron raised,E83.1
30913008: Disorder of iron metabolism,E83.1
4820: Hemochromatosis,E83.11
165626000: Ferritin level low,E83.110
60737008: Iron overload,E83.19
238124008: Zinc deficiency,E83.2
237902005: Acquired hypophosphatemia,E83.3
237903000: Nutritional hypophosphatemia,E83.3
4996001: Hypophosphatemia,E83.3
82236004: Familial x-linked hypophosphatemic vitamin D refractory rickets,E83.32
16726004: Renal osteodystrophy,E83.39
190855004: Hypomagnesemia,E83.4
8314: Hypomagnesemia (serum),E83.42
20165001: Hyperphosphatemia,E83.5
86353007: Hypocalciuria,E83.5
190866006: Idiopathic hypercalcemia,E83.51
276645004: Infantile hypercalcemia,E83.51
5291005: Hypocalcemia,E83.51
166627004: Serum alkaline phosphatase raised,E83.51
12631007: Calcium restricted diet,E83.51
237880003: Secondary hypercalcemia,E83.52
238117007: Calcium deficiency,E83.52
66931009: Hypercalcemia,E83.52
8307: Hypocalcemia (serum),E83.52
8309: Hypercalcemia (serum),E83.52
4208: Cystic fibrosis,E84
47367009: Exocrine pancreatic insufficiency,E84.1
707450006: Pancreatic insufficiency due to cystic fibrosis of pancreas,E84.1
426705001: Diabetes mellitus associated with cystic fibrosis,E84.8
427089005: Diabetes mellitus due to cystic fibrosis,E84.8
37992001: Pancreatic insufficiency,E84.89
190905008: Cystic fibrosis,E84.9
235978006: Cystic fibrosis of pancreas,E84.9
86555001: Cystic fibrosis of the lung,E84.9
15123008: Familial amyloid nephropathy with urticaria AND deafness,E85.8
12326000: Respiratory acidosis,E86.0
34095006: Dehydration,E86.0
4067: Dehydration,E86.0
704420006: At risk of dehydration,E86.0
"4774: Hypovolemia, depletion of volume of plasma",E86.9
39355002: Hypernatremia,E87.0
427784006: Hypernatremic dehydration,E87.0
771115008: Hypernatremia,E87.0
8312: Hypernatremia (serum),E87.0
238115004: Sodium deficiency,E87.1
267447008: Hypo-osmolality and or hyponatremia,E87.1
4575002: Acute hyponatremia,E87.1
50327002: Chronic hyponatremia,E87.1
74411000: Ectopic antidiuretic hormone secretion,E87.1
8311: Hyponatremia (serum),E87.1
89627008: Hyponatremia,E87.1
166693005: Serum sodium level abnormal,E87.1
"25998009: Metabolic acidosis, increased anion gap (IAG)",E87.2
3414: Acidosis,E87.2
3934: Preoperative acidosis,E87.2
51387008: Acidosis,E87.2
59455009: Metabolic acidosis,E87.2
8055: Postoperative acidosis,E87.2
91273001: Lactic acidosis,E87.2
21420006: Alkalosis,E87.3
14140009: Hyperkalemia,E87.5
40777006: Chronic hyperkalemia,E87.5
52600004: Osmolality disturbance,E87.5
8310: Hyperkalemia (serum),E87.5
43339004: Hypokalemia,E87.6
7631: ECG Hypokalemia,E87.6
8308: Hypokalemia (serum),E87.6
10399008: Hypochloremia,E87.8
105593004: Electrolyte imbalance,E87.8
166686006: Electrolytes abnormal,E87.8
8313: Hypochloremia (serum),E87.8
8730: Fluid and/or electrolyte disorder,E87.8
76314005: Disorder of fluid AND/OR electrolyte,E87.8
8306: Abnormal blood chemistry,E87.9
119247004: Hypoalbuminemia,E88.0
8316: Hypoalbuminemia,E88.0
30188007: Alpha-1-antitrypsin deficiency,E88.01
4770: Mitochondrial disorder,E88.40
4476: Kearns-Sayer syndrome,E88.49
237602007: Metabolic syndrome X,E88.81
4791: Dysmetabolic syndrome X,E88.81
763325000: Insulin resistance,E88.81
29570005: Leigh's disease,E88.89
47563007: Deficiency state,E88.9
75934005: Metabolic disease,E88.9
86095007: Inborn error of metabolism,E88.9
8900005: Hypoproteinemia,E88.9
164187003: O/E - epistaxis,R04.0
78689005: Chronic brain syndrome,F02.8
386805003: Mild cognitive disorder,F02.80
141601000119107: Cognitive changes due to organic disorder,F02.81
2776000: Delirium,F05.0
247762003: Reduced concentration span,F06.0
45150006: Auditory hallucinations,F06.2
17496003: Organic anxiety disorder,F06.4
52910006: Anxiety disorder due to a general medical condition,F06.4
271721006: Symbolic dysfunction,F06.7
443265004: Cognitive disorder,F06.7
386807006: Memory impairment,F06.7
427797008: Unusual change in behavior,F06.8
25786006: Abnormal behavior,F06.9
315244000: Change in behavior,F07.0
26329005: Poor concentration,F09
76039005: Disturbance of attention,F09
106014008: Organic mental disorder of unknown etiology,F09
219006: Current drinker,F10.10
66590003: Alcohol dependence,F10.20
720822008: Withdrawal symptom,F10.239
34938008: Alcohol-induced anxiety disorder,F10.26
288831000119100: History of opioid abuse,F11.20
428819003: Opiate misuse,F11.20
4919: Narcotic withdrawal,F11.23
87132004: Opioid withdrawal,F11.23
37344009: Cannabis abuse,F12.10
85005007: Cannabis dependence,F12.20
428406005: Benzodiazepine misuse,F13.20
427327003: Sedative dependence,F13.239
724697004: Harmful pattern of use of nicotine,F17.2
429487005: Dependence on continuous positive airway pressure ventilation,F17.201
4917: Drug dependence,F19
363101005: Drug withdrawal,F19.239
4918: Drug withdrawal,F19.239
58214004: Schizophrenia,F20
111484002: Undifferentiated schizophrenia,F20.3
57553009: Mood-incongruent hallucination,F20.81
69322001: Psychotic disorder,F20.9
7011001: Hallucinations,F23.0
"38368003: Schizoaffective disorder, bipolar type",F25.0
4916: Psychosis,F29
280427006: Psychotic symptom present,F29
371596008: Bipolar I disorder,F31
66631006: Moderate depressed bipolar I disorder,F31.4
16506000: Mixed bipolar I disorder,F31.75
13746004: Bipolar disorder,F31.9
4913: Bipolar disorder (manic-depressive disorder),F31.9
23645006: Organic mood disorder,F31.9
310495003: Mild depression,F32.0
712823008: Acute depression,F32.0
"79298009: Mild major depression, single episode",F32.0
87512008: Mild major depression,F32.0
"191602001: Single major depressive episode, moderate",F32.1
"36923009: Major depression, single episode",F32.1
832007: Moderate major depression,F32.1
"251000119105: Severe major depression, single episode",F32.2
310497006: Severe depression,F32.2
450714000: Severe major depression,F32.2
"76441001: Severe major depression, single episode, without psychotic features",F32.2
"430852001: Severe major depression, single episode, with psychotic features",F32.3
255339005: Depression - motion,F32.4
274646000: Irritability and anger,F32.8
192080009: Chronic depression,F32.9
268620009: Single major depressive episode,F32.9
35489007: Depressive disorder,F32.9
366979004: Depressed mood,F32.9
370143000: Major depressive disorder,F32.9
394924000: Symptoms of depression,F32.9
4911: Depression,F32.9
"191610000: Recurrent major depressive episodes, mild",F33.0
18818009: Moderate recurrent major depression,F33.1
"191611001: Recurrent major depressive episodes, moderate",F33.1
36474008: Severe recurrent major depression without psychotic features,F33.2
"191613003: Recurrent major depressive episodes, severe, with psychosis",F33.3
"191615005: Recurrent major depressive episodes, in full remission",F33.3
281000119103: Severe recurrent major depression,F33.3
28475009: Severe recurrent major depression with psychotic features,F33.3
42810003: Major depression in remission,F33.40
63412003: Major depression in complete remission,F33.40
33135002: Recurrent major depression in partial remission,F33.41
63412003: Major depression in full remission,F33.41
66344007: Recurrent major depression,F33.9
78667006: Dysthymia,F34.1
106131003: Mood finding,F34.9
46206005: Mood disorder,F39
48079002: Disturbance in mood,F39
18963009: Mood swings,F39
25501002: Social phobia,F40.10
279926005: Fear of needles,F40.232
699389008: Fear of medical treatment,F40.8
198288003: Anxiety state,F41.0
225624000: Panic attack,F41.0
371631005: Panic disorder,F41.0
424196004: Feeling nervous,F41.0
21897009: Generalized anxiety disorder,F41.1
37868008: Anxiety disorder of adolescence,F41.1
70997004: Mild anxiety,F41.1
231504006: Mixed anxiety and depressive disorder,F41.2
197480006: Anxiety disorder,F41.9
3461: Anxiety,F41.9
4394: Anxiety disorder,F41.9
48694002: Anxiety,F41.9
161470009: H/O: anxiety state,F41.9
191736004: Obsessive-compulsive disorder,F42
67698009: Obsessional thoughts,F42
373658006: Obsessive behavior,F42.89
4395: Adjustment disorder,F43.0
61157009: Combat fatigue,F43.0
67195008: Acute stress disorder,F43.0
47505003: Posttraumatic stress disorder,F43.1
443919007: Complex posttraumatic stress disorder,F43.1
313182004: Chronic post-traumatic stress disorder,F43.12
55668003: Adjustment disorder with mixed emotional features,F43.2
17226007: Adjustment disorder,F43.20
192044009: Stress reaction causing mixed disturbance of emotion and conduct,F43.20
47372000: Adjustment disorder with anxious mood,F43.21
57194009: Adjustment disorder with depressed mood,F43.21
24199005: Feeling agitated,F43.21
782501005: Adjustment disorder with mixed anxiety and depressed mood,F43.23
19200009: Psychosocial deprivation,F43.23
66381006: Adjustment disorder with mixed disturbance of emotions AND conduct,F43.25
84984002: Adjustment disorder with disturbance of conduct,F43.25
20734000: Psychologic conversion disorder,F44.4
191714002: Dissociative convulsions,F44.5
397923000: Somatization disorder,F45.0
30077003: Somatoform pain disorder,F45.41
115491000119105: Psychosocial dysfunction due to chronic pain,F45.41
191954008: Psychogenic cough,F45.8
30693006: Aerophagy,F45.8
26112003: Psychosomatic factor in physical condition,F45.8
4095: Anorexia,F50.0
56882008: Anorexia nervosa,F50.0
14077003: Pica,F50.8
248122005: Binging,F50.8
4094: Eating disorder,F50.8
700213005: Avoidant restrictive food intake disorder,F50.8
439960005: Binge eating disorder,F50.81
248134002: Aversion to food or drink,F50.89
72366004: Eating disorder,F50.9
191997003: Persistent insomnia,F51.01
"288091000119109: Behavioral insomnia of childhood, limit setting type",F51.01
59050008: Initial insomnia,F51.01
90361000119105: Behavioral insomnia of childhood,F51.01
193462001: Insomnia,F51.01
"288081000119106: Behavioral insomnia of childhood, combined type",F51.02
59445005: Mood hypersomnia,F51.05
80495009: Sleep walking disorder,F51.3
192083006: Aggressive outburst,F53.0
3377: Maternal depression,F53.0
225450009: Homicidal thoughts,F53.9
267073005: Suicidal,F53.9
87649007: Maladaptive behavior associated with physical illness,F54
20010003: Borderline personality disorder,F60.3
39178003: Emotional impulsivity,F60.3
192073007: Change in personality,F62.9
12479006: Compulsive behavior,F63.3
17155009: Trichotillomania,F63.3
34177005: Intermittent explosive outburst,F63.81
40987004: Intermittent explosive disorder,F63.81
66347000: Impulse control disorder,F63.81
417415004: O/E - impulsive behavior,F63.81
85758008: Psychological addiction,F63.89
57715001: Gender identity disorder of adolescence,F64.2
4387: Gender identity disorder,F64.9
93461009: Gender dysphoria,F64.9
4389: Behavior disorder,F68.10
248062006: Self-injurious behavior,F68.8
284756003: Hitting self,F68.82
110359009: Intellectual disability,F70
228156007: Intellectual functioning disability,F70
4301: Intellectual disability,F70
61152003: Moderate mental retardation (I.Q. 35-49),F70
86765009: Mild intellectual disability,F70
86765009: Mild mental retardation (I.Q. 50-70),F70
40700009: Severe mental retardation (I.Q. 20-34),F71
77287004: Borderline mental retardation (I.Q. 70-85),F71.0
31216003: Profound mental retardation (I.Q. below 20),F72.89
31216003: Profound intellectual disability,F78.4
40700009: Severe intellectual disability,F79
91138005: Mental retardation,F79
228142005: Special educational needs,F80
229718005: Phonological delay,F80.0
386701004: Developmental articulation disorder,F80.0
1145003: Developmental speech disorder,F80.1
229733002: Expressive language disorder,F80.1
229734008: Expressive language delay,F80.1
268734000: Developmental expressive language disorder,F80.1
361276003: Verbal apraxia,F80.1
62231000119108: Mild expressive language delay,F80.1
89381000119107: Moderate receptive language delay,F80.1
229736005: Receptive language delay,F80.2
25766007: Mixed receptive-expressive language disorder,F80.2
62221000119105: Severe expressive language delay,F80.2
62415009: Delayed articulatory and language development,F80.2
762317007: Developmental language disorder and impairment of receptive and expressive language,F80.2
89501000119108: Mild receptive language delay,F80.2
441719005: Speech and language developmental delay due to hearing loss,F80.4
288271000119103: Childhood onset fluency disorder,F80.81
229721007: Speech delay,F80.9
